State,Year,CandidateVotes,TotalVotes,PartyAffiliation
Illinois,2008,3615844,5329884,DEMOCRAT
Iowa,2008,941665,1502918,DEMOCRAT
Iowa,2008,1247,1502918,OTHER
Iowa,2008,560006,1502918,REPUBLICAN
Kansas,2008,25727,1210690,LIBERTARIAN
Kansas,2008,727121,1210690,REPUBLICAN
Kansas,2008,441399,1210690,DEMOCRAT
Kansas,2008,16443,1210690,OTHER
Kentucky,2008,953816,1800821,REPUBLICAN
Kentucky,2008,847005,1800821,DEMOCRAT
Louisiana,2008,13729,1896574,OTHER
Louisiana,2008,18590,1896574,LIBERTARIAN
Louisiana,2008,988298,1896574,DEMOCRAT
Louisiana,2008,867177,1896574,REPUBLICAN
Louisiana,2008,8780,1896574,OTHER
Maine,2008,444300,724430,REPUBLICAN
Maine,2008,620,724430,OTHER
Maine,2008,279510,724430,DEMOCRAT
Massachusetts,2008,108748,3102995,OTHER
Massachusetts,2008,1971974,3102995,DEMOCRAT
Massachusetts,2008,2516,3102995,OTHER
Massachusetts,2008,93713,3102995,LIBERTARIAN
Massachusetts,2008,926044,3102995,REPUBLICAN
Michigan,2008,1641070,4848620,REPUBLICAN
Michigan,2008,43440,4848620,OTHER
Michigan,2008,3038386,4848620,DEMOCRAT
Michigan,2008,18550,4848620,OTHER
Michigan,2008,76347,4848620,LIBERTARIAN
Michigan,2008,30827,4848620,OTHER
Minnesota,2008,12,2887646,OTHER
Minnesota,2008,1212317,2887646,REPUBLICAN
Minnesota,2008,2340,2887646,OTHER
Minnesota,2008,437505,2887646,OTHER
Minnesota,2008,13923,2887646,LIBERTARIAN
Minnesota,2008,1212629,2887646,DEMOCRAT
Minnesota,2008,8907,2887646,OTHER
Minnesota,2008,13,2887646,OTHER
Mississippi,2008,560064,1243473,OTHER
Mississippi,2008,683409,1243473,REPUBLICAN
Mississippi,2008,766111,1247026,REPUBLICAN
Mississippi,2008,480915,1247026,DEMOCRAT
Montana,2008,129369,477658,REPUBLICAN
Montana,2008,348289,477658,DEMOCRAT
Nebraska,2008,11438,792511,OTHER
Nebraska,2008,7763,792511,OTHER
Nebraska,2008,317456,792511,DEMOCRAT
Nebraska,2008,455854,792511,REPUBLICAN
New Hampshire,2008,314403,694787,REPUBLICAN
New Hampshire,2008,358438,694787,DEMOCRAT
New Hampshire,2008,430,694787,OTHER
New Hampshire,2008,21516,694787,LIBERTARIAN
New Jersey,2008,15935,3482445,OTHER
New Jersey,2008,1951218,3482445,DEMOCRAT
New Jersey,2008,18810,3482445,LIBERTARIAN
New Jersey,2008,10345,3482445,OTHER
New Jersey,2008,9187,3482445,OTHER
New Jersey,2008,1461025,3482445,REPUBLICAN
New Jersey,2008,15925,3482445,OTHER
New Mexico,2008,505128,823650,DEMOCRAT
New Mexico,2008,318522,823650,REPUBLICAN
North Carolina,2008,1719,4271970,OTHER
North Carolina,2008,2249311,4271970,DEMOCRAT
North Carolina,2008,133430,4271970,LIBERTARIAN
North Carolina,2008,1887510,4271970,REPUBLICAN
Oklahoma,2008,763375,1346819,REPUBLICAN
Oklahoma,2008,55708,1346819,OTHER
Oklahoma,2008,527736,1346819,DEMOCRAT
Oregon,2008,864392,1767504,DEMOCRAT
Oregon,2008,92565,1767504,OTHER
Oregon,2008,805159,1767504,REPUBLICAN
Oregon,2008,5388,1767504,OTHER
Rhode Island,2008,320644,438812,DEMOCRAT
Rhode Island,2008,1994,438812,OTHER
Rhode Island,2008,116174,438812,REPUBLICAN
South Carolina,2008,790621,1871431,DEMOCRAT
South Carolina,2008,1076534,1871431,REPUBLICAN
South Carolina,2008,4276,1871431,OTHER
South Dakota,2008,142784,380673,REPUBLICAN
South Dakota,2008,237889,380673,DEMOCRAT
Tennessee,2008,11073,2424585,OTHER
Tennessee,2008,9367,2424585,OTHER
Tennessee,2008,31631,2424585,OTHER
Tennessee,2008,8986,2424585,OTHER
Tennessee,2008,1579477,2424585,REPUBLICAN
Tennessee,2008,767236,2424585,DEMOCRAT
Tennessee,2008,9170,2424585,OTHER
Tennessee,2008,7645,2424585,OTHER
Texas,2008,4337469,7912075,REPUBLICAN
Texas,2008,185241,7912075,LIBERTARIAN
Texas,2008,3389365,7912075,DEMOCRAT
Virginia,2008,3178,3643294,OTHER
Virginia,2008,20269,3643294,LIBERTARIAN
Virginia,2008,1228830,3643294,REPUBLICAN
Virginia,2008,2369327,3643294,DEMOCRAT
Virginia,2008,21690,3643294,OTHER
West Virginia,2008,36,702308,OTHER
West Virginia,2008,254629,702308,REPUBLICAN
West Virginia,2008,83,702308,OTHER
West Virginia,2008,447560,702308,DEMOCRAT
Wyoming,2008,61,249619,OTHER
Wyoming,2008,60631,250007,DEMOCRAT
Wyoming,2008,183063,249619,REPUBLICAN
Wyoming,2008,61,250007,OTHER
Wyoming,2008,189046,250007,REPUBLICAN
Wyoming,2008,293,249619,OTHER
Wyoming,2008,269,250007,OTHER
Wyoming,2008,66202,249619,DEMOCRAT
Alabama,2010,515619,1485499,DEMOCRAT
Alabama,2010,1699,1485499,OTHER
Alabama,2010,968181,1485499,REPUBLICAN
Alaska,2010,927,255503,OTHER
Alaska,2010,458,255503,OTHER
Alaska,2010,61,255503,OTHER
Alaska,2010,21,255503,OTHER
Alaska,2010,101091,255503,OTHER
Alaska,2010,602,255503,OTHER
Alaska,2010,90839,255503,REPUBLICAN
Alaska,2010,1459,255503,LIBERTARIAN
Alaska,2010,60045,255503,DEMOCRAT
Arizona,2010,24603,1708484,OTHER
Arizona,2010,1005615,1708484,REPUBLICAN
Arizona,2010,7,1708484,OTHER
Arizona,2010,39,1708484,OTHER
Arizona,2010,14,1708484,OTHER
Arizona,2010,5938,1708484,OTHER
Arizona,2010,80097,1708484,LIBERTARIAN
Arizona,2010,592011,1708484,DEMOCRAT
Arizona,2010,160,1708484,OTHER
Arkansas,2010,25234,779957,OTHER
Arkansas,2010,451618,779957,REPUBLICAN
Arkansas,2010,14430,779957,OTHER
Arkansas,2010,143,779957,OTHER
Arkansas,2010,376,779957,OTHER
Arkansas,2010,288156,779957,DEMOCRAT
California,2010,175242,10000160,LIBERTARIAN
California,2010,5218441,10000160,DEMOCRAT
California,2010,125441,10000160,OTHER
California,2010,10,10000160,OTHER
California,2010,5,10000160,OTHER
California,2010,128510,10000160,OTHER
California,2010,135093,10000160,OTHER
California,2010,41,10000160,OTHER
California,2010,4217366,10000160,REPUBLICAN
California,2010,11,10000160,OTHER
Colorado,2010,67,1772286,OTHER
Colorado,2010,19415,1772286,OTHER
Colorado,2010,19,1772286,OTHER
Colorado,2010,11330,1772286,OTHER
Colorado,2010,22589,1772286,LIBERTARIAN
Colorado,2010,38768,1772286,OTHER
Colorado,2010,822731,1772286,REPUBLICAN
Colorado,2010,851590,1772286,DEMOCRAT
Colorado,2010,10,1772286,OTHER
Colorado,2010,5767,1772286,OTHER
Connecticut,2010,45,1153115,OTHER
Connecticut,2010,7,1153115,OTHER
Connecticut,2010,17,1153115,OTHER
Connecticut,2010,31,1153115,OTHER
Connecticut,2010,5,1153115,OTHER
Connecticut,2010,15,1153115,OTHER
Connecticut,2010,605204,1153115,DEMOCRAT
Connecticut,2010,6735,1153115,OTHER
Connecticut,2010,30836,1153115,OTHER
Connecticut,2010,11275,1153115,OTHER
Connecticut,2010,498341,1153115,REPUBLICAN
Connecticut,2010,559,1153115,OTHER
Delaware,2010,25,307402,OTHER
Delaware,2010,8201,307402,OTHER
Delaware,2010,123053,307402,REPUBLICAN
Delaware,2010,10,307402,OTHER
Delaware,2010,174012,307402,DEMOCRAT
Delaware,2010,2101,307402,LIBERTARIAN
Florida,2010,13,5411106,OTHER
Florida,2010,3647,5411106,OTHER
Florida,2010,4792,5411106,OTHER
Florida,2010,4301,5411106,OTHER
Florida,2010,15340,5411106,OTHER
Florida,2010,18,5411106,OTHER
Florida,2010,2,5411106,OTHER
Florida,2010,4443,5411106,OTHER
Florida,2010,24850,5411106,LIBERTARIAN
Florida,2010,6,5411106,OTHER
Florida,2010,7397,5411106,OTHER
Florida,2010,47,5411106,OTHER
Florida,2010,4,5411106,OTHER
Florida,2010,1607549,5411106,OTHER
Florida,2010,2645743,5411106,REPUBLICAN
Florida,2010,1092936,5411106,DEMOCRAT
Georgia,2010,24,2555258,OTHER
Georgia,2010,996516,2555258,DEMOCRAT
Georgia,2010,52,2555258,OTHER
Georgia,2010,68750,2555258,LIBERTARIAN
Georgia,2010,12,2555258,OTHER
Georgia,2010,1489904,2555258,REPUBLICAN
Hawaii,2010,79939,370583,REPUBLICAN
Hawaii,2010,7762,370583,OTHER
Hawaii,2010,2957,370583,LIBERTARIAN
Hawaii,2010,277228,370583,DEMOCRAT
Hawaii,2010,2697,370583,OTHER
Idaho,2010,112057,449530,DEMOCRAT
Idaho,2010,17429,449530,OTHER
Idaho,2010,319953,449530,REPUBLICAN
Idaho,2010,91,449530,OTHER
Illinois,2010,561,3704473,OTHER
Illinois,2010,468,3704473,OTHER
Illinois,2010,12,3704473,OTHER
Illinois,2010,3,3704473,OTHER
Illinois,2010,87247,3704473,LIBERTARIAN
Illinois,2010,15,3704473,OTHER
Illinois,2010,117914,3704473,OTHER
Illinois,2010,9,3704473,OTHER
Illinois,2010,19,3704473,OTHER
Illinois,2010,16,3704473,OTHER
Illinois,2010,1719478,3704473,DEMOCRAT
Illinois,2010,1778698,3704473,REPUBLICAN
Illinois,2010,33,3704473,OTHER
Indiana,2010,697775,1744481,DEMOCRAT
Indiana,2010,161,1744481,OTHER
Indiana,2010,94330,1744481,LIBERTARIAN
Indiana,2010,952116,1744481,REPUBLICAN
Indiana,2010,99,1744481,OTHER
Iowa,2010,371686,1116063,DEMOCRAT
Iowa,2010,718215,1116063,REPUBLICAN
Iowa,2010,872,1116063,OTHER
Iowa,2010,25290,1116063,LIBERTARIAN
Kansas,2010,17922,837692,LIBERTARIAN
Kansas,2010,220971,837692,DEMOCRAT
Kansas,2010,587175,837692,REPUBLICAN
Kansas,2010,11624,837692,OTHER
Kentucky,2010,600052,1356096,DEMOCRAT
Kentucky,2010,755706,1356096,REPUBLICAN
Kentucky,2010,338,1356096,OTHER
Louisiana,2010,715415,1264994,REPUBLICAN
Louisiana,2010,9190,1264994,OTHER
Louisiana,2010,4043,1264994,OTHER
Louisiana,2010,13957,1264994,LIBERTARIAN
Louisiana,2010,4810,1264994,OTHER
Louisiana,2010,7474,1264994,OTHER
Louisiana,2010,5879,1264994,OTHER
Louisiana,2010,5734,1264994,OTHER
Louisiana,2010,9973,1264994,OTHER
Louisiana,2010,8167,1264994,OTHER
Louisiana,2010,3780,1264994,OTHER
Louisiana,2010,476572,1264994,DEMOCRAT
Maryland,2010,655666,1833858,REPUBLICAN
Maryland,2010,80,1833858,OTHER
Maryland,2010,20717,1833858,OTHER
Maryland,2010,14746,1833858,OTHER
Maryland,2010,6,1833858,OTHER
Maryland,2010,84,1833858,DEMOCRAT
Maryland,2010,14,1833858,OTHER
Maryland,2010,1644,1833858,OTHER
Maryland,2010,110,1833858,OTHER
Maryland,2010,1140531,1833858,DEMOCRAT
Maryland,2010,204,1833858,OTHER
Maryland,2010,56,1833858,OTHER
Missouri,2010,1,1943899,OTHER
Missouri,2010,789736,1943899,DEMOCRAT
Missouri,2010,7,1943899,OTHER
Missouri,2010,3,1943899,OTHER
Missouri,2010,41309,1943899,OTHER
Missouri,2010,4,1943899,OTHER
Missouri,2010,58663,1943899,LIBERTARIAN
Missouri,2010,2,1943899,OTHER
Missouri,2010,1054160,1943899,REPUBLICAN
Missouri,2010,14,1943899,OTHER
Nevada,2010,3175,721404,OTHER
Nevada,2010,2510,721404,OTHER
Nevada,2010,362785,721404,DEMOCRAT
Nevada,2010,4261,721404,OTHER
Nevada,2010,16197,721404,OTHER
Nevada,2010,5811,721404,OTHER
Nevada,2010,321361,721404,REPUBLICAN
Nevada,2010,3185,721404,OTHER
Nevada,2010,2119,721404,OTHER
New Hampshire,2010,4753,454710,LIBERTARIAN
New Hampshire,2010,273218,454710,REPUBLICAN
New Hampshire,2010,167545,454710,DEMOCRAT
New Hampshire,2010,9194,454710,OTHER
New York,2010,2837684,4757635,DEMOCRAT
New York,2010,1239605,4763899,REPUBLICAN
New York,2010,17019,4757635,OTHER
New York,2010,18414,4757635,LIBERTARIAN
New York,2010,244385,4757635,OTHER
New York,2010,4516,4757635,OTHER
New York,2010,24871,4763899,LIBERTARIAN
New York,2010,1338308,4757635,REPUBLICAN
New York,2010,240818,4763899,OTHER
New York,2010,42341,4763899,OTHER
New York,2010,3047880,4763899,DEMOCRAT
New York,2010,250033,4757635,OTHER
New York,2010,35489,4757635,OTHER
New York,2010,168384,4763899,OTHER
New York,2010,11787,4757635,OTHER
North Carolina,2010,1145074,2660079,DEMOCRAT
North Carolina,2010,1272,2660079,OTHER
North Carolina,2010,55687,2660079,LIBERTARIAN
North Carolina,2010,1458046,2660079,REPUBLICAN
North Dakota,2010,3890,238534,LIBERTARIAN
North Dakota,2010,52955,238534,DEMOCRAT
North Dakota,2010,181689,238534,REPUBLICAN
Ohio,2010,1503297,3815098,DEMOCRAT
Ohio,2010,648,3815098,OTHER
Ohio,2010,2168742,3815098,REPUBLICAN
Ohio,2010,50101,3815098,OTHER
Ohio,2010,26454,3815098,OTHER
Ohio,2010,65856,3815098,OTHER
Oklahoma,2010,25048,1017151,OTHER
Oklahoma,2010,718482,1017151,REPUBLICAN
Oklahoma,2010,265814,1017151,DEMOCRAT
Oklahoma,2010,7807,1017151,OTHER
Oregon,2010,18940,1442588,OTHER
Oregon,2010,566199,1442588,REPUBLICAN
Oregon,2010,825507,1442588,DEMOCRAT
Oregon,2010,16028,1442588,LIBERTARIAN
Oregon,2010,1448,1442588,OTHER
Oregon,2010,14466,1442588,OTHER
Pennsylvania,2010,2028945,3977661,REPUBLICAN
Pennsylvania,2010,1948716,3977661,DEMOCRAT
South Carolina,2010,21953,1318794,OTHER
South Carolina,2010,121472,1318794,OTHER
South Carolina,2010,364598,1318794,DEMOCRAT
South Carolina,2010,810771,1318794,REPUBLICAN
South Dakota,2010,227947,227947,REPUBLICAN
Utah,2010,33095,585230,OTHER
Utah,2010,360403,585230,REPUBLICAN
Utah,2010,191732,585230,DEMOCRAT
Vermont,2010,2356,235178,OTHER
Vermont,2010,72699,235178,REPUBLICAN
Vermont,2010,3544,235178,OTHER
Vermont,2010,1021,235178,OTHER
Vermont,2010,151281,235178,DEMOCRAT
Vermont,2010,113,235178,OTHER
Vermont,2010,1433,235178,OTHER
Vermont,2010,2731,235178,OTHER
Washington,2010,1314930,2511094,DEMOCRAT
Washington,2010,1196164,2511094,REPUBLICAN
West Virginia,2010,6425,529948,OTHER
West Virginia,2010,10152,529948,OTHER
West Virginia,2010,283358,529948,DEMOCRAT
West Virginia,2010,230013,529948,REPUBLICAN
Wisconsin,2010,23473,2171331,OTHER
Wisconsin,2010,1020958,2171331,DEMOCRAT
Wisconsin,2010,134,2171331,REPUBLICAN
Wisconsin,2010,638,2171331,OTHER
Wisconsin,2010,1125999,2171331,REPUBLICAN
Wisconsin,2010,129,2171331,OTHER
Arizona,2012,102109,2243422,LIBERTARIAN
Arizona,2012,1104457,2243422,REPUBLICAN
Arizona,2012,290,2243422,OTHER
Arizona,2012,24,2243422,OTHER
Arizona,2012,1036542,2243422,DEMOCRAT
California,2012,7864624,12578511,DEMOCRAT
California,2012,4713887,12578511,REPUBLICAN
Connecticut,2012,25045,1511764,LIBERTARIAN
Connecticut,2012,19,1511764,OTHER
Connecticut,2012,8,1511764,OTHER
Connecticut,2012,6414,1511764,OTHER
Connecticut,2012,40,1511764,OTHER
Connecticut,2012,388,1511764,OTHER
Connecticut,2012,792983,1511764,DEMOCRAT
Connecticut,2012,35778,1511764,OTHER
Connecticut,2012,46520,1511764,OTHER
Connecticut,2012,604569,1511764,REPUBLICAN
Delaware,2012,265415,399606,DEMOCRAT
Delaware,2012,3191,399606,OTHER
Delaware,2012,15300,399606,OTHER
Delaware,2012,115700,399606,REPUBLICAN
Florida,2012,4523451,8189946,DEMOCRAT
Florida,2012,19,8189946,OTHER
Florida,2012,12,8189946,OTHER
Florida,2012,126079,8189946,OTHER
Florida,2012,82089,8189946,OTHER
Florida,2012,2,8189946,OTHER
Florida,2012,9,8189946,OTHER
Florida,2012,3458267,8189946,REPUBLICAN
Florida,2012,18,8189946,OTHER
Hawaii,2012,77,437159,OTHER
Hawaii,2012,160994,437159,REPUBLICAN
Hawaii,2012,6599,437159,OTHER
Hawaii,2012,269489,437159,DEMOCRAT
Indiana,2012,1133621,2560102,REPUBLICAN
Indiana,2012,1281181,2560102,DEMOCRAT
Indiana,2012,145282,2560102,LIBERTARIAN
Indiana,2012,15,2560102,OTHER
Indiana,2012,3,2560102,OTHER
Maine,2012,5807,724720,OTHER
Maine,2012,10289,724720,OTHER
Maine,2012,370580,724720,OTHER
Maine,2012,24121,724720,OTHER
Maine,2012,92900,724720,DEMOCRAT
Maine,2012,215399,724720,REPUBLICAN
Maine,2012,5624,724720,OTHER
Maryland,2012,1474028,2633234,DEMOCRAT
Maryland,2012,151,2633234,OTHER
Maryland,2012,2346,2633234,OTHER
Maryland,2012,693291,2633234,REPUBLICAN
Maryland,2012,430934,2633234,OTHER
Maryland,2012,163,2633234,OTHER
Maryland,2012,48,2633234,OTHER
Maryland,2012,21,2633234,OTHER
Maryland,2012,32252,2633234,LIBERTARIAN
Massachusetts,2012,27643,3184196,OTHER
Massachusetts,2012,1458048,3184196,REPUBLICAN
Massachusetts,2012,1696346,3184196,DEMOCRAT
Massachusetts,2012,2159,3184196,OTHER
Michigan,2012,10,4652918,OTHER
Michigan,2012,2735826,4652918,DEMOCRAT
Michigan,2012,7,4652918,OTHER
Michigan,2012,27890,4652918,OTHER
Michigan,2012,26038,4652918,OTHER
Michigan,2012,11229,4652918,OTHER
Michigan,2012,1767386,4652918,REPUBLICAN
Michigan,2012,48,4652918,OTHER
Michigan,2012,4,4652918,OTHER
Michigan,2012,84480,4652918,LIBERTARIAN
Minnesota,2012,2582,2843207,OTHER
Minnesota,2012,30531,2843207,OTHER
Minnesota,2012,13986,2843207,OTHER
Minnesota,2012,867974,2843207,REPUBLICAN
Minnesota,2012,1854595,2843207,DEMOCRAT
Minnesota,2012,73539,2843207,OTHER
Mississippi,2012,503467,1241568,DEMOCRAT
Mississippi,2012,13194,1241568,OTHER
Mississippi,2012,709626,1241568,REPUBLICAN
Mississippi,2012,15281,1241568,OTHER
Missouri,2012,4,2725793,OTHER
Missouri,2012,5,2725793,OTHER
Missouri,2012,6,2725793,OTHER
Missouri,2012,1066159,2725793,REPUBLICAN
Missouri,2012,1494125,2725793,DEMOCRAT
Missouri,2012,2,2725793,OTHER
Missouri,2012,9,2725793,OTHER
Missouri,2012,15,2725793,OTHER
Missouri,2012,165468,2725793,LIBERTARIAN
Montana,2012,31892,486066,LIBERTARIAN
Montana,2012,236123,486066,DEMOCRAT
Montana,2012,218051,486066,REPUBLICAN
Nebraska,2012,332979,788572,DEMOCRAT
Nebraska,2012,455593,788572,REPUBLICAN
Nevada,2012,48792,997805,OTHER
Nevada,2012,457656,997805,REPUBLICAN
Nevada,2012,446080,997805,DEMOCRAT
Nevada,2012,45277,997805,OTHER
New Jersey,2012,15801,3376649,OTHER
New Jersey,2012,3532,3376649,OTHER
New Jersey,2012,2249,3376649,OTHER
New Jersey,2012,1987680,3376649,DEMOCRAT
New Jersey,2012,1329534,3376649,REPUBLICAN
New Jersey,2012,3593,3376649,OTHER
New Jersey,2012,9359,3376649,OTHER
New Jersey,2012,16803,3376649,LIBERTARIAN
New Jersey,2012,3834,3376649,OTHER
New Jersey,2012,2198,3376649,OTHER
New Jersey,2012,2066,3376649,OTHER
New Mexico,2012,395717,775793,DEMOCRAT
New Mexico,2012,28199,775793,OTHER
New Mexico,2012,351260,775793,REPUBLICAN
New Mexico,2012,617,775793,OTHER
New York,2012,1514647,7116628,REPUBLICAN
New York,2012,31894,7116628,LIBERTARIAN
New York,2012,250580,7116628,OTHER
New York,2012,42442,7116628,OTHER
New York,2012,21985,7116628,OTHER
New York,2012,240819,7116628,OTHER
New York,2012,138255,7116628,OTHER
New York,2012,455963,7116628,OTHER
New York,2012,4420043,7116628,DEMOCRAT
North Dakota,2012,158401,321144,REPUBLICAN
North Dakota,2012,1406,321144,OTHER
North Dakota,2012,161337,321144,DEMOCRAT
Ohio,2012,2435712,5449018,REPUBLICAN
Ohio,2012,250616,5449018,OTHER
Ohio,2012,2762690,5449018,DEMOCRAT
Pennsylvania,2012,96926,5627422,LIBERTARIAN
Pennsylvania,2012,2509132,5627422,REPUBLICAN
Pennsylvania,2012,3021364,5627422,DEMOCRAT
Rhode Island,2012,933,418189,OTHER
Rhode Island,2012,271034,418189,DEMOCRAT
Rhode Island,2012,146222,418189,REPUBLICAN
Tennessee,2012,6523,2321477,OTHER
Tennessee,2012,409,2321477,OTHER
Tennessee,2012,18,2321477,OTHER
Tennessee,2012,2,2321477,OTHER
Tennessee,2012,20936,2321477,OTHER
Tennessee,2012,117,2321477,OTHER
Tennessee,2012,1506443,2321477,REPUBLICAN
Tennessee,2012,8080,2321477,OTHER
Tennessee,2012,7148,2321477,OTHER
Tennessee,2012,5,2321477,OTHER
Tennessee,2012,705882,2321477,DEMOCRAT
Tennessee,2012,12,2321477,OTHER
Tennessee,2012,18620,2321477,OTHER
Tennessee,2012,8085,2321477,OTHER
Tennessee,2012,38472,2321477,OTHER
Tennessee,2012,14,2321477,OTHER
Tennessee,2012,470,2321477,OTHER
Tennessee,2012,23,2321477,OTHER
Tennessee,2012,218,2321477,OTHER
Texas,2012,162354,7864822,LIBERTARIAN
Texas,2012,4440137,7864822,REPUBLICAN
Texas,2012,3194927,7864822,DEMOCRAT
Texas,2012,67404,7864822,OTHER
Utah,2012,1,1006901,OTHER
Utah,2012,7172,1006901,OTHER
Utah,2012,657608,1006901,REPUBLICAN
Utah,2012,31905,1006901,OTHER
Utah,2012,301873,1006901,DEMOCRAT
Utah,2012,8342,1006901,OTHER
Vermont,2012,2511,292762,OTHER
Vermont,2012,877,292762,OTHER
Vermont,2012,252,292762,OTHER
Vermont,2012,5924,292762,OTHER
Vermont,2012,72898,292762,REPUBLICAN
Vermont,2012,2452,292762,OTHER
Vermont,2012,207848,292762,OTHER
Virginia,2012,1785542,3802196,REPUBLICAN
Virginia,2012,6587,3802196,OTHER
Virginia,2012,2010067,3802196,DEMOCRAT
Washington,2012,1855493,3069417,DEMOCRAT
Washington,2012,1213924,3069417,REPUBLICAN
West Virginia,2012,399898,660202,DEMOCRAT
West Virginia,2012,19517,660202,OTHER
West Virginia,2012,240787,660202,REPUBLICAN
Wisconsin,2012,43,3009411,OTHER
Wisconsin,2012,3373,3009411,OTHER
Wisconsin,2012,70,3009411,OTHER
Wisconsin,2012,1547104,3009411,DEMOCRAT
Wisconsin,2012,1380126,3009411,REPUBLICAN
Wisconsin,2012,62240,3009411,LIBERTARIAN
Wisconsin,2012,16455,3009411,OTHER
Wyoming,2012,417,250700,OTHER
Wyoming,2012,6176,250700,OTHER
Wyoming,2012,185250,250700,REPUBLICAN
Wyoming,2012,53019,250700,DEMOCRAT
Wyoming,2012,91,250700,OTHER
Wyoming,2012,5747,250700,OTHER
Alabama,2014,22484,818090,OTHER
Alabama,2014,795606,818090,REPUBLICAN
Alaska,2014,1376,282400,OTHER
Alaska,2014,129431,282400,DEMOCRAT
Alaska,2014,10512,282400,LIBERTARIAN
Alaska,2014,5636,282400,OTHER
Alaska,2014,135445,282400,REPUBLICAN
Arkansas,2014,478819,847505,REPUBLICAN
Arkansas,2014,334174,847505,DEMOCRAT
Arkansas,2014,16797,847505,OTHER
Arkansas,2014,17210,847505,LIBERTARIAN
Arkansas,2014,505,847505,OTHER
Colorado,2014,24151,2041058,OTHER
Colorado,2014,21,2041058,OTHER
Colorado,2014,983891,2041058,REPUBLICAN
Colorado,2014,52876,2041058,LIBERTARIAN
Colorado,2014,17,2041058,OTHER
Colorado,2014,6427,2041058,OTHER
Colorado,2014,29472,2041058,OTHER
Colorado,2014,944203,2041058,DEMOCRAT
Delaware,2014,98823,234038,REPUBLICAN
Delaware,2014,130655,234038,DEMOCRAT
Delaware,2014,4560,234038,OTHER
Georgia,2014,1358088,2567805,REPUBLICAN
Georgia,2014,14,2567805,OTHER
Georgia,2014,1160811,2567805,DEMOCRAT
Georgia,2014,9,2567805,OTHER
Georgia,2014,48862,2567805,LIBERTARIAN
Georgia,2014,21,2567805,OTHER
Hawaii,2014,15777,369703,OTHER
Hawaii,2014,98006,369703,REPUBLICAN
Hawaii,2014,8941,369703,LIBERTARIAN
Hawaii,2014,246827,369703,DEMOCRAT
Hawaii,2014,152,369703,OTHER
Idaho,2014,151574,437170,DEMOCRAT
Idaho,2014,285596,437170,REPUBLICAN
Illinois,2014,1929637,3603519,DEMOCRAT
Illinois,2014,135316,3603519,LIBERTARIAN
Illinois,2014,1538522,3603519,REPUBLICAN
Illinois,2014,12,3603519,OTHER
Illinois,2014,1,3603519,OTHER
Illinois,2014,31,3603519,OTHER
Iowa,2014,8232,1129700,LIBERTARIAN
Iowa,2014,26815,1129700,OTHER
Iowa,2014,1111,1129700,OTHER
Iowa,2014,5873,1129700,OTHER
Iowa,2014,4724,1129700,OTHER
Iowa,2014,588575,1129700,REPUBLICAN
Iowa,2014,494370,1129700,DEMOCRAT
Kansas,2014,368372,866191,OTHER
Kansas,2014,460350,866191,REPUBLICAN
Kansas,2014,37469,866191,LIBERTARIAN
Kentucky,2014,17,1435868,OTHER
Kentucky,2014,44240,1435868,LIBERTARIAN
Kentucky,2014,53,1435868,OTHER
Kentucky,2014,584698,1435868,DEMOCRAT
Kentucky,2014,806787,1435868,REPUBLICAN
Kentucky,2014,9,1435868,OTHER
Kentucky,2014,64,1435868,OTHER
Louisiana,2014,13034,3523183,LIBERTARIAN
Louisiana,2014,11323,3523183,DEMOCRAT
Louisiana,2014,3835,3523183,DEMOCRAT
Louisiana,2014,4673,3523183,DEMOCRAT
Louisiana,2014,1712379,3523183,REPUBLICAN
Louisiana,2014,1561210,3523183,DEMOCRAT
Louisiana,2014,14173,3523183,REPUBLICAN
Louisiana,2014,202556,3523183,REPUBLICAN
Maine,2014,269,616996,OTHER
Maine,2014,12968,616996,OTHER
Maine,2014,413505,616996,REPUBLICAN
Maine,2014,190254,616996,DEMOCRAT
Massachusetts,2014,791950,2186789,REPUBLICAN
Massachusetts,2014,101817,2186789,OTHER
Massachusetts,2014,3072,2186789,OTHER
Massachusetts,2014,6,2186789,OTHER
Massachusetts,2014,1289944,2186789,DEMOCRAT
Michigan,2014,67,3121771,OTHER
Michigan,2014,37529,3121771,OTHER
Michigan,2014,1290199,3121771,REPUBLICAN
Michigan,2014,62897,3121771,LIBERTARIAN
Michigan,2014,1704936,3121771,DEMOCRAT
Michigan,2014,26137,3121771,OTHER
Michigan,2014,6,3121771,OTHER
Minnesota,2014,29685,1981528,LIBERTARIAN
Minnesota,2014,47530,1981528,OTHER
Minnesota,2014,850227,1981528,REPUBLICAN
Minnesota,2014,881,1981528,OTHER
Minnesota,2014,1053205,1981528,DEMOCRAT
Mississippi,2014,239439,631858,DEMOCRAT
Mississippi,2014,13938,631858,OTHER
Mississippi,2014,378481,631858,REPUBLICAN
Montana,2014,213709,369826,REPUBLICAN
Montana,2014,7933,369826,LIBERTARIAN
Montana,2014,148184,369826,DEMOCRAT
Nebraska,2014,170127,540337,DEMOCRAT
Nebraska,2014,6260,540337,OTHER
Nebraska,2014,15868,540337,OTHER
Nebraska,2014,347636,540337,REPUBLICAN
Nebraska,2014,446,540337,OTHER
New Hampshire,2014,251184,488159,DEMOCRAT
New Hampshire,2014,235347,488159,REPUBLICAN
New Hampshire,2014,1628,488159,OTHER
