State,Year,CandidateVotes,TotalVotes,PartyAffiliation
Michigan,2000,11628,4167685,OTHER
Michigan,2000,37542,4167685,OTHER
Minnesota,2000,4,2419520,OTHER
Minnesota,2000,21447,2419520,OTHER
Minnesota,2000,1181553,2419520,DEMOCRAT
Minnesota,2000,140583,2419520,OTHER
Minnesota,2000,8915,2419520,OTHER
Minnesota,2000,12956,2419520,OTHER
Minnesota,2000,1047474,2419520,REPUBLICAN
Minnesota,2000,6588,2419520,LIBERTARIAN
Mississippi,2000,9344,994144,OTHER
Mississippi,2000,654941,994144,REPUBLICAN
Mississippi,2000,7315,994144,OTHER
Mississippi,2000,314090,994144,DEMOCRAT
Mississippi,2000,8454,994144,LIBERTARIAN
Missouri,2000,4166,2361586,OTHER
Missouri,2000,10612,2361586,OTHER
Missouri,2000,1933,2361586,OTHER
Missouri,2000,1142852,2361586,REPUBLICAN
Missouri,2000,13,2361586,OTHER
Missouri,2000,1191812,2361586,DEMOCRAT
Missouri,2000,10198,2361586,LIBERTARIAN
Montana,2000,9089,411601,OTHER
Montana,2000,194430,411601,DEMOCRAT
Montana,2000,208082,411601,REPUBLICAN
Nebraska,2000,337977,692350,REPUBLICAN
Nebraska,2000,353093,692350,DEMOCRAT
Nebraska,2000,1280,692350,OTHER
Nevada,2000,330687,600776,REPUBLICAN
Nevada,2000,457,600776,OTHER
Nevada,2000,5395,600776,LIBERTARIAN
Nevada,2000,2540,600776,OTHER
Nevada,2000,11503,600776,OTHER
Nevada,2000,69,600776,OTHER
Nevada,2000,1579,600776,OTHER
Nevada,2000,238260,600776,DEMOCRAT
Nevada,2000,10286,600776,OTHER
New Jersey,2000,5657,3015662,OTHER
New Jersey,2000,1420267,3015662,REPUBLICAN
New Jersey,2000,1511237,3015662,DEMOCRAT
New Jersey,2000,3365,3015662,OTHER
New Jersey,2000,19312,3015662,OTHER
New Jersey,2000,2536,3015662,OTHER
New Jersey,2000,7241,3015662,OTHER
New Jersey,2000,3309,3015662,OTHER
New Jersey,2000,32841,3015662,OTHER
New Jersey,2000,3836,3015662,OTHER
New Jersey,2000,6061,3015662,OTHER
New Mexico,2000,225517,589526,REPUBLICAN
New Mexico,2000,265,589526,OTHER
New Mexico,2000,363744,589526,DEMOCRAT
New York,2000,179823,6959662,OTHER
New York,2000,3414,6959662,OTHER
New York,2000,82801,6959662,OTHER
New York,2000,21439,6959662,OTHER
New York,2000,102094,6959662,OTHER
New York,2000,191141,6959662,OTHER
New York,2000,2724589,6959662,REPUBLICAN
New York,2000,43181,6959662,OTHER
New York,2000,3040,6959662,OTHER
New York,2000,3562415,6959662,DEMOCRAT
New York,2000,40991,6959662,OTHER
New York,2000,4734,6959662,LIBERTARIAN
North Dakota,2000,176470,287539,DEMOCRAT
North Dakota,2000,111069,287539,REPUBLICAN
Ohio,2000,786,4448801,OTHER
Ohio,2000,70713,4448801,OTHER
Ohio,2000,116724,4448801,LIBERTARIAN
Ohio,2000,1595066,4448801,DEMOCRAT
Ohio,2000,2665512,4448801,REPUBLICAN
Pennsylvania,2000,2154908,4735116,DEMOCRAT
Pennsylvania,2000,45775,4735116,LIBERTARIAN
Pennsylvania,2000,24089,4735116,OTHER
Pennsylvania,2000,2481962,4735116,REPUBLICAN
Pennsylvania,2000,28382,4735116,OTHER
Rhode Island,2000,161023,391353,DEMOCRAT
Rhode Island,2000,222588,391353,REPUBLICAN
Rhode Island,2000,3635,391353,OTHER
Rhode Island,2000,4107,391353,OTHER
Tennessee,2000,621152,1928613,DEMOCRAT
Tennessee,2000,4388,1928613,OTHER
Tennessee,2000,259,1928613,OTHER
Tennessee,2000,8416,1928613,OTHER
Tennessee,2000,10004,1928613,OTHER
Tennessee,2000,1255444,1928613,REPUBLICAN
Tennessee,2000,25815,1928613,OTHER
Tennessee,2000,3135,1928613,OTHER
Texas,2000,2025024,6267964,DEMOCRAT
Texas,2000,4078954,6267964,REPUBLICAN
Texas,2000,72657,6267964,LIBERTARIAN
Texas,2000,91329,6267964,OTHER
Utah,2000,242569,769704,DEMOCRAT
Utah,2000,10394,769704,LIBERTARIAN
Utah,2000,11938,769704,OTHER
Utah,2000,504803,769704,REPUBLICAN
Vermont,2000,10079,288500,OTHER
Vermont,2000,5366,288500,OTHER
Vermont,2000,73352,288500,DEMOCRAT
Vermont,2000,1477,288500,OTHER
Vermont,2000,3843,288500,LIBERTARIAN
Vermont,2000,189133,288500,REPUBLICAN
Vermont,2000,4889,288500,OTHER
Vermont,2000,361,288500,OTHER
Virginia,2000,1296093,2718301,DEMOCRAT
Virginia,2000,1748,2718301,OTHER
Virginia,2000,1420460,2718301,REPUBLICAN
Washington,2000,1197208,2461379,REPUBLICAN
Washington,2000,1199437,2461379,DEMOCRAT
Washington,2000,64734,2461379,LIBERTARIAN
West Virginia,2000,12627,603477,LIBERTARIAN
West Virginia,2000,469215,603477,DEMOCRAT
West Virginia,2000,121635,603477,REPUBLICAN
Wisconsin,2000,1563238,2540083,DEMOCRAT
Wisconsin,2000,9555,2540083,OTHER
Wisconsin,2000,902,2540083,OTHER
Wisconsin,2000,21348,2540083,LIBERTARIAN
Wisconsin,2000,940744,2540083,REPUBLICAN
Wisconsin,2000,4296,2540083,OTHER
Wyoming,2000,157622,213659,REPUBLICAN
Wyoming,2000,8950,213659,LIBERTARIAN
Wyoming,2000,47087,213659,DEMOCRAT
Alabama,2002,792561,1353023,REPUBLICAN
Alabama,2002,20234,1353023,LIBERTARIAN
Alabama,2002,1350,1353023,OTHER
Alabama,2002,538878,1353023,DEMOCRAT
Alaska,2002,6724,229548,OTHER
Alaska,2002,179438,229548,REPUBLICAN
Alaska,2002,291,229548,OTHER
Alaska,2002,2354,229548,LIBERTARIAN
Alaska,2002,16608,229548,OTHER
Alaska,2002,24133,229548,DEMOCRAT
Arkansas,2002,370735,804121,REPUBLICAN
Arkansas,2002,433386,804121,DEMOCRAT
Colorado,2002,21547,1416082,OTHER
Colorado,2002,596,1416082,OTHER
Colorado,2002,717893,1416082,REPUBLICAN
Colorado,2002,7140,1416082,OTHER
Colorado,2002,20776,1416082,LIBERTARIAN
Colorado,2002,648130,1416082,DEMOCRAT
Delaware,2002,996,232314,OTHER
Delaware,2002,922,232314,LIBERTARIAN
Delaware,2002,135253,232314,DEMOCRAT
Delaware,2002,94793,232314,REPUBLICAN
Delaware,2002,350,232314,OTHER
Georgia,2002,1071352,2031604,REPUBLICAN
Georgia,2002,932422,2031604,DEMOCRAT
Georgia,2002,27830,2031604,LIBERTARIAN
Idaho,2002,266215,408544,REPUBLICAN
Idaho,2002,132975,408544,DEMOCRAT
Idaho,2002,9354,408544,LIBERTARIAN
Illinois,2002,1325703,3486851,REPUBLICAN
Illinois,2002,57382,3486851,LIBERTARIAN
Illinois,2002,2103766,3486851,DEMOCRAT
Iowa,2002,8864,1023075,LIBERTARIAN
Iowa,2002,11340,1023075,OTHER
Iowa,2002,447892,1023075,REPUBLICAN
Iowa,2002,701,1023075,OTHER
Iowa,2002,554278,1023075,DEMOCRAT
Kansas,2002,70725,776850,LIBERTARIAN
Kansas,2002,65050,776850,OTHER
Kansas,2002,641075,776850,REPUBLICAN
Kentucky,2002,731679,1131313,REPUBLICAN
Kentucky,2002,399634,1131313,DEMOCRAT
Louisiana,2002,2423,2481629,OTHER
Louisiana,2002,119776,2481629,REPUBLICAN
Louisiana,2002,171752,2481629,REPUBLICAN
Louisiana,2002,638654,2481629,DEMOCRAT
Louisiana,2002,23553,2481629,DEMOCRAT
Louisiana,2002,596642,2481629,REPUBLICAN
Louisiana,2002,339506,2481629,REPUBLICAN
Louisiana,2002,10442,2481629,OTHER
Louisiana,2002,3866,2481629,OTHER
Louisiana,2002,1668,2481629,REPUBLICAN
Louisiana,2002,573347,2481629,DEMOCRAT
Maine,2002,295041,504899,REPUBLICAN
Maine,2002,209858,504899,DEMOCRAT
Massachusetts,2002,6077,2220301,OTHER
Massachusetts,2002,24898,2220301,OTHER
Massachusetts,2002,369807,2220301,LIBERTARIAN
Massachusetts,2002,213543,2220301,OTHER
Massachusetts,2002,1605976,2220301,DEMOCRAT
Michigan,2002,12831,3129287,OTHER
Michigan,2002,1896614,3129287,DEMOCRAT
Michigan,2002,1185545,3129287,REPUBLICAN
Michigan,2002,10366,3129287,OTHER
Michigan,2002,23931,3129287,OTHER
Minnesota,2002,7,2254636,OTHER
Minnesota,2002,1116697,2254636,REPUBLICAN
Minnesota,2002,3,2254636,OTHER
Minnesota,2002,1790,2254636,OTHER
Minnesota,2002,11381,2254636,DEMOCRAT
Minnesota,2002,45139,2254636,OTHER
Minnesota,2002,10119,2254636,OTHER
Minnesota,2002,1067246,2254636,DEMOCRAT
Minnesota,2002,2254,2254636,OTHER
Mississippi,2002,533269,630495,REPUBLICAN
Mississippi,2002,97226,630495,OTHER
Missouri,2002,913778,1877620,DEMOCRAT
Missouri,2002,10465,1877620,OTHER
Missouri,2002,935032,1877620,REPUBLICAN
Missouri,2002,18345,1877620,LIBERTARIAN
Montana,2002,204853,326537,DEMOCRAT
Montana,2002,10420,326537,LIBERTARIAN
Montana,2002,103611,326537,REPUBLICAN
Montana,2002,7653,326537,OTHER
Nebraska,2002,70290,480217,DEMOCRAT
Nebraska,2002,5066,480217,OTHER
Nebraska,2002,397438,480217,REPUBLICAN
Nebraska,2002,7423,480217,LIBERTARIAN
New Hampshire,2002,9835,447135,LIBERTARIAN
New Hampshire,2002,207478,447135,DEMOCRAT
New Hampshire,2002,197,447135,OTHER
New Hampshire,2002,227229,447135,REPUBLICAN
New Hampshire,2002,2396,447135,OTHER
New Jersey,2002,2702,2112604,OTHER
New Jersey,2002,12558,2112604,LIBERTARIAN
New Jersey,2002,6404,2112604,OTHER
New Jersey,2002,928439,2112604,REPUBLICAN
New Jersey,2002,1138193,2112604,DEMOCRAT
New Jersey,2002,24308,2112604,OTHER
New Mexico,2002,168863,483056,DEMOCRAT
New Mexico,2002,314193,483056,REPUBLICAN
North Carolina,2002,33807,2331181,LIBERTARIAN
North Carolina,2002,727,2331181,OTHER
North Carolina,2002,1047983,2331181,DEMOCRAT
North Carolina,2002,1248664,2331181,REPUBLICAN
Oklahoma,2002,65056,1018424,OTHER
Oklahoma,2002,583579,1018424,REPUBLICAN
Oklahoma,2002,369789,1018424,DEMOCRAT
Oregon,2002,712287,1267221,REPUBLICAN
Oregon,2002,1354,1267221,OTHER
Oregon,2002,29979,1267221,LIBERTARIAN
Oregon,2002,21703,1267221,OTHER
Oregon,2002,501898,1267221,DEMOCRAT
Rhode Island,2002,253774,323582,DEMOCRAT
Rhode Island,2002,69808,323582,REPUBLICAN
South Carolina,2002,8228,1102912,OTHER
South Carolina,2002,600010,1102912,REPUBLICAN
South Carolina,2002,487359,1102912,DEMOCRAT
South Carolina,2002,6648,1102912,LIBERTARIAN
South Carolina,2002,667,1102912,OTHER
South Dakota,2002,3071,337501,LIBERTARIAN
South Dakota,2002,167481,337501,DEMOCRAT
South Dakota,2002,166949,337501,REPUBLICAN
Tennessee,2002,6106,1642432,OTHER
Tennessee,2002,2217,1642432,OTHER
Tennessee,2002,728232,1642432,DEMOCRAT
Tennessee,2002,356,1642432,OTHER
Tennessee,2002,5349,1642432,OTHER
Tennessee,2002,1170,1642432,OTHER
Tennessee,2002,6401,1642432,OTHER
Tennessee,2002,891498,1642432,REPUBLICAN
Tennessee,2002,1103,1642432,OTHER
Texas,2002,1422,4514012,OTHER
Texas,2002,25051,4514012,OTHER
Texas,2002,2496243,4514012,REPUBLICAN
Texas,2002,1955758,4514012,DEMOCRAT
Texas,2002,35538,4514012,LIBERTARIAN
Virginia,2002,145102,1489422,OTHER
Virginia,2002,106055,1489422,OTHER
Virginia,2002,1229894,1489422,REPUBLICAN
Virginia,2002,8371,1489422,OTHER
West Virginia,2002,160902,436183,REPUBLICAN
West Virginia,2002,275281,436183,DEMOCRAT
Wyoming,2002,49570,183280,DEMOCRAT
Wyoming,2002,133710,183280,REPUBLICAN
Alabama,2004,1848,1839066,OTHER
Alabama,2004,1242200,1839066,REPUBLICAN
Alabama,2004,595018,1839066,DEMOCRAT
Alaska,2004,3053,308315,OTHER
Alaska,2004,140424,308315,DEMOCRAT
Alaska,2004,149773,308315,REPUBLICAN
Alaska,2004,423,308315,OTHER
Alaska,2004,1240,308315,OTHER
Alaska,2004,8885,308315,OTHER
Alaska,2004,3785,308315,OTHER
Alaska,2004,732,308315,OTHER
Arizona,2004,51798,1961677,LIBERTARIAN
Arizona,2004,404507,1961677,DEMOCRAT
Arizona,2004,1505372,1961677,REPUBLICAN
Arkansas,2004,212,1039349,OTHER
Arkansas,2004,128,1039349,OTHER
Arkansas,2004,580973,1039349,DEMOCRAT
Arkansas,2004,458036,1039349,REPUBLICAN
California,2004,6955728,12053295,DEMOCRAT
California,2004,81224,12053295,OTHER
California,2004,216522,12053295,LIBERTARIAN
California,2004,243846,12053295,OTHER
California,2004,53,12053295,OTHER
California,2004,4555922,12053295,REPUBLICAN
Colorado,2004,1081188,2107472,DEMOCRAT
Colorado,2004,1750,2107472,OTHER
Colorado,2004,18783,2107472,OTHER
Colorado,2004,10160,2107472,LIBERTARIAN
Colorado,2004,6481,2107472,OTHER
Colorado,2004,980668,2107472,REPUBLICAN
Colorado,2004,8442,2107472,OTHER
Connecticut,2004,9188,1424726,LIBERTARIAN
Connecticut,2004,457749,1424726,REPUBLICAN
Connecticut,2004,945347,1424726,DEMOCRAT
Connecticut,2004,12442,1424726,OTHER
Florida,2004,16,7429894,OTHER
Florida,2004,27,7429894,OTHER
Florida,2004,119,7429894,OTHER
Florida,2004,3672864,7429894,REPUBLICAN
Florida,2004,25,7429894,OTHER
Florida,2004,3590201,7429894,DEMOCRAT
Florida,2004,166642,7429894,OTHER
Georgia,2004,7,3220981,OTHER
Georgia,2004,1864202,3220981,REPUBLICAN
Georgia,2004,31,3220981,OTHER
Georgia,2004,1287690,3220981,DEMOCRAT
Georgia,2004,69051,3220981,LIBERTARIAN
Hawaii,2004,313629,415347,DEMOCRAT
Hawaii,2004,9269,415347,OTHER
Hawaii,2004,87172,415347,REPUBLICAN
Hawaii,2004,5277,415347,LIBERTARIAN
Idaho,2004,4136,503932,OTHER
Idaho,2004,499796,503932,REPUBLICAN
Illinois,2004,69253,5141520,LIBERTARIAN
Illinois,2004,1390690,5141520,REPUBLICAN
Illinois,2004,3597456,5141520,DEMOCRAT
Illinois,2004,81164,5141520,OTHER
Illinois,2004,2957,5141520,OTHER
Indiana,2004,27344,2428233,LIBERTARIAN
Indiana,2004,903913,2428233,REPUBLICAN
Indiana,2004,1496976,2428233,DEMOCRAT
Iowa,2004,412365,1479228,DEMOCRAT
Iowa,2004,475,1479228,OTHER
Iowa,2004,15218,1479228,LIBERTARIAN
Iowa,2004,1874,1479228,OTHER
Iowa,2004,11121,1479228,OTHER
Iowa,2004,1038175,1479228,REPUBLICAN
Kansas,2004,15980,1129022,OTHER
Kansas,2004,310337,1129022,DEMOCRAT
Kansas,2004,21842,1129022,LIBERTARIAN
Kansas,2004,780863,1129022,REPUBLICAN
Kentucky,2004,850855,1724362,DEMOCRAT
Kentucky,2004,873507,1724362,REPUBLICAN
Louisiana,2004,275821,1848056,DEMOCRAT
Louisiana,2004,15097,1848056,OTHER
Louisiana,2004,12289,1848056,DEMOCRAT
Louisiana,2004,542150,1848056,DEMOCRAT
Louisiana,2004,943014,1848056,REPUBLICAN
Louisiana,2004,47222,1848056,DEMOCRAT
Louisiana,2004,12463,1848056,OTHER
Maryland,2004,47,2321931,OTHER
Maryland,2004,1504691,2321931,DEMOCRAT
Maryland,2004,783055,2321931,REPUBLICAN
Maryland,2004,204,2321931,OTHER
Maryland,2004,109,2321931,OTHER
Maryland,2004,9009,2321931,OTHER
Maryland,2004,24816,2321931,OTHER
Missouri,2004,1158261,2706402,DEMOCRAT
Missouri,2004,10404,2706402,OTHER
Missouri,2004,1518089,2706402,REPUBLICAN
Missouri,2004,19648,2706402,LIBERTARIAN
Nevada,2004,284640,810068,REPUBLICAN
Nevada,2004,494805,810068,DEMOCRAT
Nevada,2004,12968,810068,OTHER
Nevada,2004,2095,810068,OTHER
Nevada,2004,6001,810068,OTHER
Nevada,2004,9559,810068,LIBERTARIAN
New Hampshire,2004,102,657086,OTHER
New Hampshire,2004,221549,657086,DEMOCRAT
New Hampshire,2004,588,657086,OTHER
New Hampshire,2004,434847,657086,REPUBLICAN
New York,2004,36942,7447818,OTHER
New York,2004,216198,7447818,OTHER
New York,2004,19073,7447818,LIBERTARIAN
New York,2004,744943,7447818,OTHER
New York,2004,220960,7447818,OTHER
New York,2004,168719,7447818,OTHER
New York,2004,16196,7447818,OTHER
New York,2004,1625069,7447818,REPUBLICAN
New York,2004,4384907,7447818,DEMOCRAT
New York,2004,14811,7447818,OTHER
North Carolina,2004,1632527,3472082,DEMOCRAT
North Carolina,2004,362,3472082,OTHER
North Carolina,2004,47743,3472082,LIBERTARIAN
North Carolina,2004,1791450,3472082,REPUBLICAN
North Dakota,2004,212143,310696,DEMOCRAT
North Dakota,2004,98553,310696,REPUBLICAN
Ohio,2004,296,5425823,OTHER
Ohio,2004,1961171,5425823,DEMOCRAT
Ohio,2004,3464356,5425823,REPUBLICAN
Oklahoma,2004,596750,1446846,DEMOCRAT
Oklahoma,2004,86663,1446846,OTHER
Oklahoma,2004,763433,1446846,REPUBLICAN
Oregon,2004,43053,1780550,OTHER
Oregon,2004,29582,1780550,LIBERTARIAN
Oregon,2004,1536,1780550,OTHER
Oregon,2004,565254,1780550,REPUBLICAN
Oregon,2004,1128728,1780550,DEMOCRAT
Oregon,2004,12397,1780550,OTHER
Pennsylvania,2004,79263,5559105,LIBERTARIAN
Pennsylvania,2004,220056,5559105,OTHER
Pennsylvania,2004,2925080,5559105,REPUBLICAN
Pennsylvania,2004,580,5559105,OTHER
Pennsylvania,2004,2334126,5559105,DEMOCRAT
South Carolina,2004,5859,1597221,OTHER
South Carolina,2004,1286,1597221,OTHER
South Carolina,2004,13464,1597221,OTHER
South Carolina,2004,10678,1597221,LIBERTARIAN
South Carolina,2004,857167,1597221,REPUBLICAN
South Carolina,2004,704384,1597221,DEMOCRAT
South Carolina,2004,4245,1597221,OTHER
South Carolina,2004,138,1597221,OTHER
South Dakota,2004,193340,391188,DEMOCRAT
South Dakota,2004,197848,391188,REPUBLICAN
Utah,2004,258955,911726,DEMOCRAT
Utah,2004,626640,911726,REPUBLICAN
Utah,2004,18,911726,OTHER
Utah,2004,8824,911726,OTHER
Utah,2004,17289,911726,OTHER
Vermont,2004,879,307208,OTHER
Vermont,2004,3999,307208,OTHER
Vermont,2004,3300,307208,OTHER
Vermont,2004,174,307208,OTHER
Vermont,2004,75398,307208,REPUBLICAN
Vermont,2004,216972,307208,DEMOCRAT
Vermont,2004,6486,307208,OTHER
Washington,2004,1549708,2818651,DEMOCRAT
Washington,2004,30304,2818651,OTHER
Washington,2004,1204584,2818651,REPUBLICAN
Washington,2004,34055,2818651,LIBERTARIAN
Wisconsin,2004,8367,2949743,LIBERTARIAN
Wisconsin,2004,834,2949743,OTHER
Wisconsin,2004,1632697,2949743,DEMOCRAT
Wisconsin,2004,1301183,2949743,REPUBLICAN
Wisconsin,2004,6662,2949743,OTHER
Arizona,2006,664141,1526782,DEMOCRAT
Arizona,2006,12,1526782,OTHER
Arizona,2006,814398,1526782,REPUBLICAN
Arizona,2006,48231,1526782,LIBERTARIAN
California,2006,117764,8541476,OTHER
California,2006,75350,8541476,OTHER
California,2006,5076289,8541476,DEMOCRAT
California,2006,326,8541476,OTHER
California,2006,147074,8541476,OTHER
California,2006,133851,8541476,LIBERTARIAN
California,2006,2990822,8541476,REPUBLICAN
Connecticut,2006,564095,1134777,OTHER
Connecticut,2006,4638,1134777,OTHER
Connecticut,2006,109198,1134777,REPUBLICAN
Connecticut,2006,80,1134777,OTHER
Connecticut,2006,450844,1134777,DEMOCRAT
Connecticut,2006,5922,1134777,OTHER
Delaware,2006,69734,242972,REPUBLICAN
Delaware,2006,2671,242972,LIBERTARIAN
Delaware,2006,170567,242972,DEMOCRAT
Florida,2006,24880,4793534,OTHER
Florida,2006,16,4793534,OTHER
Florida,2006,16628,4793534,OTHER
Florida,2006,2890548,4793534,DEMOCRAT
Florida,2006,19695,4793534,OTHER
Florida,2006,78,4793534,OTHER
Florida,2006,15562,4793534,OTHER
Florida,2006,1826127,4793534,REPUBLICAN
Hawaii,2006,6415,342842,LIBERTARIAN
Hawaii,2006,126097,342842,REPUBLICAN
Hawaii,2006,210330,342842,DEMOCRAT
Indiana,2006,1171553,1341111,REPUBLICAN
Indiana,2006,294,1341111,OTHER
Indiana,2006,168820,1341111,LIBERTARIAN
Indiana,2006,444,1341111,OTHER
Maine,2006,179,545128,OTHER
Maine,2006,405596,545128,REPUBLICAN
Maine,2006,26222,545128,OTHER
Maine,2006,113131,545128,DEMOCRAT
Maryland,2006,120,1781139,OTHER
Maryland,2006,27564,1781139,OTHER
Maryland,2006,787182,1781139,REPUBLICAN
Maryland,2006,796,1781139,OTHER
Maryland,2006,965477,1781139,DEMOCRAT
Massachusetts,2006,1500738,2243835,DEMOCRAT
Massachusetts,2006,78345,2243835,OTHER
Massachusetts,2006,3220,2243835,OTHER
Massachusetts,2006,661532,2243835,REPUBLICAN
Michigan,2006,24,3780142,OTHER
Michigan,2006,2151278,3780142,DEMOCRAT
Michigan,2006,23890,3780142,OTHER
Michigan,2006,27012,3780142,LIBERTARIAN
Michigan,2006,18341,3780142,OTHER
Michigan,2006,1559597,3780142,REPUBLICAN
Minnesota,2006,5408,2202772,OTHER
Minnesota,2006,835653,2202772,REPUBLICAN
Minnesota,2006,954,2202772,OTHER
Minnesota,2006,10714,2202772,OTHER
Minnesota,2006,1278849,2202772,DEMOCRAT
Minnesota,2006,71194,2202772,OTHER
Mississippi,2006,9522,610921,LIBERTARIAN
Mississippi,2006,388399,610921,REPUBLICAN
Mississippi,2006,213000,610921,DEMOCRAT
Missouri,2006,47792,2128459,LIBERTARIAN
Missouri,2006,88,2128459,OTHER
Missouri,2006,1006941,2128459,REPUBLICAN
Missouri,2006,18383,2128459,OTHER
Missouri,2006,1055255,2128459,DEMOCRAT
Montana,2006,196283,406505,REPUBLICAN
Montana,2006,10377,406505,LIBERTARIAN
Montana,2006,199845,406505,DEMOCRAT
Nebraska,2006,213928,592316,REPUBLICAN
Nebraska,2006,378388,592316,DEMOCRAT
Nevada,2006,7774,582572,OTHER
Nevada,2006,5269,582572,LIBERTARIAN
Nevada,2006,8232,582572,OTHER
Nevada,2006,322501,582572,REPUBLICAN
Nevada,2006,238796,582572,DEMOCRAT
New Jersey,2006,997775,2250070,REPUBLICAN
New Jersey,2006,1200843,2250070,DEMOCRAT
New Jersey,2006,3433,2250070,OTHER
New Jersey,2006,5138,2250070,OTHER
New Jersey,2006,14637,2250070,LIBERTARIAN
New Jersey,2006,7918,2250070,OTHER
New Jersey,2006,11593,2250070,OTHER
New Jersey,2006,6243,2250070,OTHER
New Jersey,2006,2490,2250070,OTHER
New Mexico,2006,163826,558550,REPUBLICAN
New Mexico,2006,359,558550,OTHER
New Mexico,2006,394365,558550,DEMOCRAT
New York,2006,6004,4700632,OTHER
New York,2006,160705,4700632,OTHER
New York,2006,1212902,4700632,REPUBLICAN
New York,2006,6967,4700632,OTHER
New York,2006,55469,4700632,OTHER
New York,2006,179287,4700632,OTHER
New York,2006,20996,4700632,LIBERTARIAN
New York,2006,148792,4700632,OTHER
New York,2006,2698931,4700632,DEMOCRAT
New York,2006,210579,4700632,OTHER
North Dakota,2006,2194,218152,OTHER
North Dakota,2006,1395,218152,OTHER
North Dakota,2006,64417,218152,REPUBLICAN
North Dakota,2006,150146,218152,DEMOCRAT
Ohio,2006,830,4019236,OTHER
Ohio,2006,1761037,4019236,REPUBLICAN
Ohio,2006,2257369,4019236,DEMOCRAT
Pennsylvania,2006,2392984,4081043,DEMOCRAT
Pennsylvania,2006,3281,4081043,OTHER
Pennsylvania,2006,1684778,4081043,REPUBLICAN
Rhode Island,2006,178950,384993,REPUBLICAN
Rhode Island,2006,206043,384993,DEMOCRAT
Tennessee,2006,3746,1833695,OTHER
Tennessee,2006,879976,1833695,DEMOCRAT
Tennessee,2006,3580,1833695,OTHER
Tennessee,2006,1,1833695,OTHER
Tennessee,2006,3033,1833695,OTHER
Tennessee,2006,2589,1833695,OTHER
Tennessee,2006,10831,1833695,OTHER
Tennessee,2006,14,1833695,OTHER
Tennessee,2006,929911,1833695,REPUBLICAN
Tennessee,2006,13,1833695,OTHER
Texas,2006,1555202,4314663,DEMOCRAT
Texas,2006,2661789,4314663,REPUBLICAN
Texas,2006,97672,4314663,LIBERTARIAN
Utah,2006,9089,571252,OTHER
Utah,2006,2512,571252,OTHER
Utah,2006,4428,571252,LIBERTARIAN
Utah,2006,356238,571252,REPUBLICAN
Utah,2006,177459,571252,DEMOCRAT
Utah,2006,21526,571252,OTHER
Vermont,2006,267,262419,OTHER
Vermont,2006,801,262419,OTHER
Vermont,2006,84924,262419,REPUBLICAN
Vermont,2006,1518,262419,OTHER
Vermont,2006,171638,262419,OTHER
Vermont,2006,1735,262419,OTHER
Vermont,2006,1536,262419,OTHER
Virginia,2006,2460,2370445,OTHER
Virginia,2006,1175606,2370445,DEMOCRAT
Virginia,2006,1166277,2370445,REPUBLICAN
Virginia,2006,26102,2370445,OTHER
Washington,2006,16384,2083734,OTHER
Washington,2006,832106,2083734,REPUBLICAN
Washington,2006,29331,2083734,LIBERTARIAN
Washington,2006,1184659,2083734,DEMOCRAT
Washington,2006,21254,2083734,OTHER
West Virginia,2006,159154,206562,DEMOCRAT
West Virginia,2006,47408,206562,REPUBLICAN
Wisconsin,2006,25096,2138297,OTHER
Wisconsin,2006,1254,2138297,OTHER
Wisconsin,2006,1439214,2138297,DEMOCRAT
Wisconsin,2006,630299,2138297,REPUBLICAN
Wisconsin,2006,42434,2138297,OTHER
Wyoming,2006,3019,196215,OTHER
Wyoming,2006,57671,196215,DEMOCRAT
Wyoming,2006,60,196215,OTHER
Wyoming,2006,135174,196215,REPUBLICAN
Wyoming,2006,291,196215,OTHER
Alabama,2008,752391,2060191,DEMOCRAT
Alabama,2008,2417,2060191,OTHER
Alabama,2008,1305383,2060191,REPUBLICAN
Alaska,2008,147814,317723,REPUBLICAN
Alaska,2008,1077,317723,OTHER
Alaska,2008,13197,317723,OTHER
Alaska,2008,151767,317723,DEMOCRAT
Alaska,2008,2483,317723,LIBERTARIAN
Alaska,2008,1385,317723,OTHER
Arkansas,2008,804678,1011754,DEMOCRAT
Arkansas,2008,207076,1011754,OTHER
Colorado,2008,9,2331621,OTHER
Colorado,2008,50004,2331621,OTHER
Colorado,2008,990755,2331621,REPUBLICAN
Colorado,2008,116,2331621,OTHER
Colorado,2008,59733,2331621,OTHER
Colorado,2008,1230994,2331621,DEMOCRAT
Colorado,2008,10,2331621,OTHER
Delaware,2008,257539,398134,DEMOCRAT
Delaware,2008,140595,398134,REPUBLICAN
Georgia,2008,127923,3752485,LIBERTARIAN
Georgia,2008,1228033,2137956,REPUBLICAN
Georgia,2008,909923,2137956,DEMOCRAT
Georgia,2008,1757393,3752485,DEMOCRAT
Georgia,2008,29,3752485,OTHER
Georgia,2008,43,3752485,OTHER
Georgia,2008,1867097,3752485,REPUBLICAN
Idaho,2008,3,644780,OTHER
Idaho,2008,9958,644780,LIBERTARIAN
Idaho,2008,371744,644780,REPUBLICAN
Idaho,2008,219903,644780,DEMOCRAT
Idaho,2008,34510,644780,OTHER
Idaho,2008,8662,644780,OTHER
Illinois,2008,1520621,5329884,REPUBLICAN
Illinois,2008,24059,5329884,OTHER
Illinois,2008,119135,5329884,OTHER
Illinois,2008,1,5329884,OTHER
Illinois,2008,50224,5329884,LIBERTARIAN
